;Identificador do acidente;Identificador do condutor;Estado;Identificador do veículo;Tipo de veículo;Marca do veículo;Envolvido;Estado físico do condutor;Idade;Gênero
82780;610959;1364758;SP;1093094;Motoneta;HONDA/PCX 150;Condutor;Lesões Graves;22;Masculino
82791;610962;1364812;SP;1093106;Motocicleta;HONDA/CBX 250 TWISTER;Condutor;Lesões Leves;56;Masculino
82869;610984;1364855;SP;1093136;Bicicleta;Não Informado;Condutor;Lesões Leves;29;Masculino
82870;610984;1364854;SP;1093135;Automóvel;FIAT/PALIO ED;Condutor;Ileso;41;Masculino
82886;610992;1364916;SP;1093180;Motocicleta;JTA/SUZUKI GSX-S750 A;Condutor;Lesões Leves;41;Masculino
82917;611012;1364918;SP;1093177;Caminhão-trator;VOLVO/FH 460 6X2T;Condutor;Lesões Leves;58;Masculino
82926;611017;1364958;SP;1093223;Automóvel;VW/GOL 16V SPORT;Condutor;Ileso;86;Masculino
82927;611017;1364959;SP;1093224;Motocicleta;HONDA/XRE 300;Condutor;Lesões Leves;23;Masculino
82946;611028;1364989;SP;1093251;Motocicleta;YAMAHA/FZ25 FAZER;Condutor;Lesões Leves;42;Masculino
82947;611029;1365021;SP;1093233;Automóvel;VW/FUSCA 1300;Condutor;Ileso;30;Feminino
83001;611053;1365691;SP;1093788;Caminhão-trator;SCANIA/P 340 A4X2;Condutor;Lesões Leves;42;Masculino
83028;611062;1365140;SP;1093362;Automóvel;I/NISSAN SENTRA 20SV CVT;Condutor;Lesões Leves;41;Masculino
83105;611096;1365225;SP;1093440;Caminhonete;CHEVROLET/MONTANA LS;Condutor;Óbito;57;Masculino
83106;611096;1365224;SP;1093439;Caminhonete;FIAT/STRADA WORKING;Condutor;Óbito;58;Masculino
83150;611118;1365360;SP;1093548;Motocicleta;HONDA/CG 125 FAN KS;Condutor;Lesões Leves;55;Masculino
83260;611164;1365387;SP;1093567;Automóvel;VW/GOL 1.0;Condutor;Ileso;24;Masculino
83281;611172;1367885;SP;1095574;Automóvel;VW/GOL SPECIAL;Condutor;Ileso;35;Masculino
83282;611172;1367889;SP;1095582;Automóvel;GM/CLASSIC LIFE;Condutor;Lesões Leves;25;Feminino
83283;611172;1367888;SP;1095575;Automóvel;VW/VIRTUS HL AD;Condutor;Ileso;33;Masculino
83284;611172;1366039;SP;1094043;Automóvel;VW/NOVO GOL 1.6;Condutor;Lesões Graves;44;Masculino
83301;611182;1366131;SP;1094109;Automóvel;VW/POLO 1.6;Condutor;Ileso;31;Feminino
83302;611183;1367247;SP;1093519;Caminhão-trator;Não Informado;Condutor;Não Informado;41;Não Informado
83303;611183;1365328;SP;1093518;Automóvel;CHEVROLET/ONIX 10MT JOYE;Condutor;Lesões Leves;32;Masculino
83320;611188;1366180;SP;1094145;Automóvel;CHEVROLET/ONIX 1.0MT LT;Condutor;Lesões Leves;74;Masculino
83357;611203;1365325;SP;1093517;Automóvel;I/AUDI TT RD 230CV;Condutor;Óbito;37;Masculino
83372;611211;1365398;SP;1093581;Motocicleta;HONDA/CB 300R;Condutor;Lesões Leves;33;Masculino
83374;611211;1367257;SP;1095054;Automóvel;GM/PRISMA JOY;Condutor;Ileso;27;Masculino
83380;611214;1365431;SP;1093617;Automóvel;FIAT/MOBI LIKE;Condutor;Ileso;51;Feminino
83381;611214;1367263;SP;1095063;Motocicleta;HONDA/CG 160 TITAN;Condutor;Lesões Leves;35;Masculino
83382;611215;1367187;SP;1095008;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;21;Masculino
83383;611215;1367189;SP;1095009;Automóvel;CHEV/SPIN 1.8L AT LT ADV;Condutor;Ileso;58;Masculino
83480;611256;1365488;SP;1093658;Caminhão-trator;M.BENZ/AXOR 2544 S;Condutor;Ileso;46;Masculino
83481;611256;1365490;SP;1093661;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;45;Masculino
83520;611277;1365869;SP;1093682;Motocicleta;MOTTU/SPORT 110I;Condutor;Lesões Leves;24;Masculino
83521;611277;1365514;SP;1093683;Caminhonete;CHEVROLET/MONTANA LS;Condutor;Ileso;27;Masculino
83544;611289;1365621;SP;1093743;Motocicleta;YAMAHA/CROSSER S ABS;Condutor;Lesões Leves;41;Masculino
83577;611302;1365765;SP;1093855;Automóvel;RENAULT/LOGAN EXP 16;Condutor;Lesões Leves;45;Masculino
83617;611315;1365761;SP;1093854;Automóvel;GM/CLASSIC LIFE;Condutor;Ileso;30;Masculino
83618;611315;1365763;SP;1093848;Caminhão-trator;VW/25.360 CTC 6X2;Condutor;Ileso;57;Masculino
83638;611323;1365712;SP;1093805;Utilitário;JEEP/COMPASS LONGITUDE D;Condutor;Ileso;67;Masculino
83640;611323;1365711;SP;1093806;Ônibus;M.BENZ/OF1722M NEOBUS MG;Condutor;Ileso;46;Masculino
83679;611342;1365710;SP;1093804;Motocicleta;HONDA/CB500;Condutor;Lesões Leves;35;Masculino
83680;611342;1365713;SP;1093807;Automóvel;CITROEN/C3 ATTRACTION;Condutor;Ileso;37;Masculino
83733;611366;1365774;SP;1093858;Caminhão-trator;SCANIA/G 380 A4X2;Condutor;Lesões Leves;43;Masculino
83796;611391;1365842;SP;1093913;Motocicleta;YAMAHA/MT03 ABS;Condutor;Lesões Graves;42;Masculino
83803;611397;1365847;SP;1093916;Automóvel;I/RENAULT FLUENCE DYN20M;Condutor;Ileso;35;Masculino
83804;611397;1365848;SP;1093917;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;29;Masculino
83829;611408;1367208;SP;1095020;Automóvel;FIAT/MOBI LIKE;Condutor;Ileso;40;Masculino
83830;611408;1367209;SP;1095022;Motoneta;HONDA/ELITE 125;Condutor;Lesões Leves;42;Feminino
83849;611415;1365986;SP;1094014;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
83850;611415;1365988;SP;1094017;Caminhonete;FIAT/FIORINO FLEX;Condutor;Lesões Leves;22;Masculino
83851;611415;1365987;SP;1094016;Automóvel;VW/POLO SEDAN 1.6;Condutor;Ileso;40;Masculino
83877;611428;1366192;SP;1094124;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
83878;611428;1366193;SP;1094127;Outros;Não Informado;Condutor;Não Informado;41;Não Informado
83879;611428;1366162;SP;1094128;Motocicleta;HONDA/XRE 190;Condutor;Ileso;43;Masculino
83882;611428;1366160;SP;1094126;Caminhonete;FIAT/STRADA WORKING;Condutor;Ileso;40;Feminino
84000;611476;1366097;SP;1094078;Automóvel;HYUNDAI/HB20 1.0M COMFOR;Condutor;Ileso;61;Masculino
84002;611476;1366098;SP;1094079;Motocicleta;HONDA/NXR160 BROS ESDD;Condutor;Lesões Leves;51;Masculino
84037;611497;1366128;SP;1094108;Caminhão;FORD/CARGO 2428 E;Condutor;Lesões Leves;25;Masculino
84054;611505;1366272;SP;1094200;Caminhão-trator;DAF/XF105 FTS 460A;Condutor;Ileso;43;Masculino
84055;611505;1366266;SP;1094199;Motocicleta;HONDA/CG 150 FAN ESI;Condutor;Lesões Leves;48;Masculino
84059;611507;1366301;SP;1094156;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;30;Masculino
84094;611521;1366285;SP;1094211;Camioneta;RENAULT/DUSTER INT16 CVT;Condutor;Lesões Leves;40;Masculino
84095;611521;1368866;SP;1094212;Caminhão;Não Informado;Condutor;Não Informado;41;Não Informado
84161;611540;1366293;SP;1094216;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;24;Masculino
84162;611540;1366289;SP;1094215;Camioneta;I/CHEV TRACKER LTZ AT;Condutor;Ileso;66;Feminino
84204;611561;1366424;SP;1094327;Automóvel;HYUNDAI/HB20 10M SENSE;Condutor;Ileso;63;Masculino
84205;611561;1366423;SP;1094328;Caminhonete;I/FORD RANGER XLS 10A;Condutor;Ileso;54;Masculino
84206;611561;1366422;SP;1094330;Automóvel;FIAT/PALIO FIRE;Condutor;Ileso;25;Masculino
84207;611561;1366417;SP;1094332;Automóvel;IMP/FIAT TIPO 1.6 IE;Condutor;Ileso;41;Masculino
84324;611620;1366481;SP;1094392;Caminhão;FORD/CARGO 2429 L;Condutor;Ileso;23;Masculino
84325;611620;1366482;SP;1094393;Automóvel;I/CHEVROLET AGILE LTZ;Condutor;Lesões Leves;45;Masculino
84337;611628;1366548;SP;1094449;Caminhão-trator;M.BENZ/ACTROS 2546LS;Condutor;Ileso;47;Masculino
84338;611628;1366546;SP;1094445;Automóvel;VW/SANTANA GLS 2000;Condutor;Lesões Graves;33;Masculino
84339;611628;1366547;SP;1094448;Automóvel;VW/VIRTUS EXCLUSIVE;Condutor;Ileso;45;Feminino
84349;611634;1366588;SP;1094495;Camioneta;RENAULT/DUSTER 20 D 4X2A;Condutor;Ileso;49;Masculino
84350;611634;1366585;SP;1094491;Automóvel;FIAT/PALIO ELX FLEX;Condutor;Ileso;24;Masculino
84355;611634;1366586;SP;1094492;Automóvel;I/BYD DOLPHIN GS 180EV;Condutor;Lesões Leves;36;Feminino
84391;611651;1366539;SP;1094438;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;30;Feminino
84426;611686;1366631;SP;1094531;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;28;Masculino
84431;611691;1366734;SP;1094623;Automóvel;I/FIAT SIENA ELX FLEX;Condutor;Ileso;59;Masculino
84432;611691;1366732;SP;1094622;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;20;Masculino
84473;611708;1366741;SP;1094628;Caminhão-trator;VOLVO/FH 460 6X2T;Condutor;Lesões Leves;44;Masculino
84477;611710;1366700;SP;1094597;Motoneta;HONDA/C100 BIZ;Condutor;Lesões Leves;19;Masculino
84478;611710;1366699;SP;1094594;Automóvel;TOYOTA/YARIS HB XLS15 AT;Condutor;Ileso;35;Masculino
84479;611711;1366719;SP;1094616;Motocicleta;TVS/SPORT 110I;Condutor;Lesões Leves;27;Masculino
84481;611711;1366718;SP;1094615;Camioneta;IMP/FORD F1000 S;Condutor;Ileso;26;Masculino
84482;611712;1366673;SP;1094576;Caminhão;M.BENZ/ATEGO 1518;Condutor;Lesões Leves;57;Masculino
84483;611712;1366671;SP;1094571;Caminhão-trator;DAF/XF FTT 530 SSC;Condutor;Ileso;28;Masculino
84488;611715;1366682;SP;1094585;Caminhão;M.BENZ/ATEGO 2430;Condutor;Ileso;47;Masculino
84489;611715;1366684;SP;1094580;Caminhão-trator;DAF/XF FTT 530 SSC;Condutor;Ileso;28;Masculino
84511;611732;1366706;SP;1094604;Caminhão-trator;VOLVO/FH 460 6X2T;Condutor;Ileso;35;Masculino
84514;611732;1366709;SP;1094606;Caminhão;IVECO/TECTOR 240E28S;Condutor;Lesões Graves;26;Masculino
84515;611732;1366707;SP;1094605;Caminhão-trator;M.BENZ/ACTROS 2651S6X4;Condutor;Ileso;43;Masculino
84533;611741;1366927;SP;1094760;Caminhonete;RENAULT/MASTER CHASSICAB;Condutor;Ileso;37;Masculino
84534;611741;1366926;SP;1094762;Motocicleta;HONDA/XRE 300;Condutor;Lesões Leves;51;Masculino
84625;611791;1366898;SP;1094730;Caminhão-trator;M.BENZ/LS 1938;Condutor;Ileso;48;Masculino
84626;611791;1367218;SP;1094736;Motocicleta;HONDA/CG 150 FAN ESI;Condutor;Lesões Leves;38;Masculino
84724;611831;1367033;SP;1094868;Automóvel;RENAULT/SANDERO EXP 16HP;Condutor;Ileso;28;Feminino
84725;611831;1367119;SP;1094870;Caminhão;Não Informado;Condutor;Não Informado;41;Não Informado
84829;611883;1367561;SP;1095315;Motocicleta;HONDA/CB 300R;Condutor;Lesões Leves;38;Masculino
84858;611900;1369907;SP;1095068;Camioneta;JEEP/COMPASS LIMITED TF;Condutor;Ileso;48;Masculino
84859;611900;1367266;SP;1095069;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;37;Masculino
84873;611907;1367268;SP;1095071;Motocicleta;HONDA/CG 150 TITAN ESD;Condutor;Lesões Leves;53;Masculino
84923;611934;1367337;SP;1095126;Caminhão-trator;VOLVO/FH 460 6X2T;Condutor;Ileso;41;Masculino
84924;611934;1367340;SP;1095137;Automóvel;TOYOTA/COROLLA XEI20FLEX;Condutor;Ileso;37;Feminino
84936;611941;1367483;SP;1095246;Ônibus;M.BENZ/NEOBUS THUNDER LO;Condutor;Ileso;75;Masculino
84937;611941;1367482;SP;1095247;Automóvel;PEUGEOT/207 ESCAPADE;Condutor;Lesões Leves;32;Masculino
84960;611951;1367277;SP;1095078;Motocicleta;HONDA/CBX 200 STRADA;Condutor;Lesões Leves;38;Masculino
84961;611951;1367278;SP;1095079;Automóvel;CHEVROLET/ONIX 1.0MT LT;Condutor;Ileso;28;Masculino
84966;611956;1367433;SP;1095211;Caminhão;M.BENZ/L 2318;Condutor;Ileso;61;Masculino
84967;611956;1367439;SP;1095217;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;21;Masculino
84993;611967;1367385;SP;1095176;Motocicleta;Não Informado;Condutor;Lesões Leves;28;Masculino
85050;611989;1367633;SP;1095383;Motocicleta;HONDA/CG 160 TITAN;Condutor;Ileso;32;Masculino
85051;611989;1367630;SP;1095380;Bicicleta;Não Informado;Condutor;Lesões Leves;75;Masculino
85098;612013;1367583;SP;1095332;Automóvel;I/MERCEDES ML320 AB54;Condutor;Ileso;61;Masculino
85127;612026;1367503;SP;1095261;Motocicleta;HONDA/CB300F TWISTER CBS;Condutor;Lesões Graves;43;Feminino
85207;612065;1370144;SP;1097304;Caminhão-trator;SCANIA/G 420 A4X2;Condutor;Ileso;41;Masculino
85208;612065;1370145;SP;1097307;Caminhão-trator;VW/19.320 CLC TT;Condutor;Lesões Leves;40;Masculino
85276;612092;1368028;SP;1095681;Motocicleta;YAMAHA/XTZ250 LANDER;Condutor;Lesões Leves;39;Masculino
85277;612092;1372052;SP;1098823;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
85307;612108;1368033;SP;1095690;Automóvel;GM/ASTRA SEDAN ELITE;Condutor;Não Informado;41;Não Informado
85369;612133;1367942;SP;1095629;Caminhonete;I/RENAULT KGOO EXPRESS16;Condutor;Óbito;41;Masculino
85370;612133;1367944;SP;1095631;Caminhão;VW/26.390 CTC 6X4;Condutor;Lesões Leves;63;Masculino
85525;612199;1368066;SP;1095713;Motocicleta;HONDA/CB 300R;Condutor;Lesões Graves;42;Masculino
85526;612199;1368071;SP;1095714;Automóvel;TOYOTA/COROLLA XEI 20;Condutor;Ileso;36;Masculino
85527;612199;1370395;SP;1097504;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
85554;612213;1368017;SP;1095674;Caminhonete;FIAT/STRADA FREEDOM 13CS;Condutor;Ileso;33;Masculino
85555;612213;1370387;SP;1097498;Automóvel;FORD/FIESTA;Condutor;Ileso;68;Masculino
85556;612213;1370384;SP;1097497;Camioneta;JEEP/RENEGADE LGTD T270;Condutor;Ileso;70;Masculino
85579;612228;1368078;SP;1095729;Automóvel;FIAT/PALIO EX;Condutor;Ileso;24;Masculino
85580;612228;1368086;SP;1095730;Camioneta;I/HONDA CR-V EXL;Condutor;Ileso;38;Feminino
85782;612294;1368444;SP;1096009;Automóvel;I/CHEVROLET CLASSIC LS;Condutor;Ileso;26;Masculino
85783;612294;1368445;SP;1096010;Motocicleta;TVS/SPORT 110I;Condutor;Lesões Leves;29;Masculino
85784;612295;1368170;SP;1095772;Automóvel;CHEV/PRISMA 1.4AT ADV;Condutor;Ileso;39;Feminino
85785;612295;1368177;SP;1095774;Automóvel;TOYOTA/COROLLA GLI18 CVT;Condutor;Lesões Leves;72;Masculino
85786;612295;1368173;SP;1095773;Automóvel;CHEVROLET/CELTA 1.0L LT;Condutor;Ileso;58;Masculino
85835;612313;1368224;SP;1095805;Automóvel;CHEVROLET/CRUZE LT HB;Condutor;Ileso;26;Masculino
85836;612313;1368226;SP;1095808;Motocicleta;HONDA/XRE 190;Condutor;Lesões Leves;24;Masculino
85837;612313;1368225;SP;1095807;Utilitário;CAOACHERY/TIGGO7 PRO 16T;Condutor;Ileso;42;Masculino
85839;612315;1370708;SP;1095904;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
85841;612316;1368777;SP;1096264;Camioneta;I/HYUNDAI TUCSON GLS 20L;Condutor;Ileso;46;Masculino
85842;612316;1368779;SP;1096265;Automóvel;VW/NOVO GOL TL MBV;Condutor;Ileso;27;Masculino
85843;612316;1368781;SP;1096268;Automóvel;RENAULT/SANDERO EXP1016V;Condutor;Ileso;43;Masculino
85848;612319;1368522;SP;1096069;Utilitário;I/MMC OUTLANDER 2.0;Condutor;Ileso;62;Masculino
85849;612319;1368523;SP;1096070;Motocicleta;HONDA/CG 125 FAN KS;Condutor;Lesões Leves;35;Masculino
85863;612326;1368256;SP;1095834;Motocicleta;YAMAHA/YS150 FAZER SED;Condutor;Lesões Leves;20;Masculino
85875;612333;1368270;SP;1095857;Motocicleta;HONDA/CB300F TWISTER CBS;Condutor;Lesões Graves;23;Masculino
85949;612365;1368453;SP;1096018;Camioneta;FORD/ECOSPORT TIT 1.6;Condutor;Lesões Leves;47;Masculino
86020;612395;1368477;SP;1096034;Automóvel;CHEVROLET/CRUZE LT NB;Condutor;Lesões Graves;51;Masculino
86021;612395;1368478;SP;1096035;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;28;Masculino
86022;612395;1368479;SP;1096036;Automóvel;VW/FOX 1.0 GII;Condutor;Lesões Leves;26;Masculino
86056;612413;1368527;SP;1096074;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;23;Masculino
86057;612414;1370400;SP;1096030;Automóvel;GM/CLASSIC LIFE;Condutor;Ileso;65;Masculino
86058;612414;1368471;SP;1096028;Motocicleta;YAMAHA/FZ25 FAZER;Condutor;Lesões Leves;19;Feminino
86061;612416;1368670;SP;1096182;Automóvel;HYUNDAI/HB20 1.0M COMFOR;Condutor;Ileso;29;Masculino
86062;612417;1368503;SP;1096053;Caminhonete;JEEP/COMMANDER OVR T270;Condutor;Ileso;61;Masculino
86063;612417;1368504;SP;1096054;Automóvel;CHEVROLET/CLASSIC LS;Condutor;Ileso;54;Feminino
86064;612417;1368505;SP;1096055;Motocicleta;HONDA/NXR150 BROS KS;Condutor;Lesões Leves;37;Masculino
86069;612420;1368529;SP;1096077;Automóvel;FIAT/LINEA 16V DUALOGIC;Condutor;Ileso;37;Feminino
86082;612425;1368619;SP;1096145;Automóvel;CHEVROLET/CLASSIC LS;Condutor;Ileso;40;Masculino
86083;612425;1368618;SP;1096144;Motocicleta;HONDA/CG 125 CARGO KS;Condutor;Lesões Leves;23;Masculino
86107;612435;1368930;SP;1096103;Automóvel;CHEVROLET/CELTA 1.0L LS;Condutor;Lesões Leves;44;Masculino
86112;612435;1368567;SP;1096104;Automóvel;VW/POLO SEDAN 1.6;Condutor;Lesões Leves;45;Masculino
86113;612436;1368784;SP;1096270;Motocicleta;HONDA/CBX 250 TWISTER;Condutor;Lesões Graves;43;Masculino
86114;612436;1368786;SP;1096272;Caminhão-trator;SCANIA/R450 A6X2;Condutor;Ileso;37;Masculino
86115;612436;1368785;SP;1096271;Caminhão-trator;Não Informado;Condutor;Não Informado;41;Não Informado
86194;612468;1368615;SP;1096142;Automóvel;VW/NOVO GOL 1.0;Condutor;Ileso;26;Feminino
86195;612468;1368616;SP;1096141;Camioneta;HYUNDAI/IX35 GLS;Condutor;Ileso;38;Masculino
86204;612472;1369152;SP;1096541;Motocicleta;HONDA/CG 160 TITAN;Condutor;Lesões Leves;45;Masculino
86205;612472;1369153;SP;1096543;Automóvel;FORD/FIESTA HA 1.6L SE;Condutor;Ileso;42;Masculino
86218;612478;1368964;SP;1096393;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
86219;612478;1368966;SP;1096394;Motocicleta;YAMAHA/MT03 ABS;Condutor;Lesões Leves;49;Masculino
86248;612492;1368667;SP;1096180;Automóvel;VW/FOX 1.0;Condutor;Ileso;36;Masculino
86249;612492;1368668;SP;1096181;Motocicleta;I/TRIUMPH TIGER EXPLORER;Condutor;Lesões Leves;35;Masculino
86251;612493;1369162;SP;1096554;Automóvel;CHERY/QQ 1.0 LOOK;Condutor;Lesões Leves;39;Masculino
86252;612493;1369164;SP;1096556;Automóvel;I/PEUGEOT 308 ALLURE;Condutor;Ileso;31;Masculino
86432;612571;1369163;SP;1096555;Automóvel;CHEV/ONIX PLUS 10TAT LTZ;Condutor;Ileso;34;Masculino
86433;612571;1369160;SP;1096551;Automóvel;VW/GOL 1.0;Condutor;Ileso;60;Masculino
86434;612571;1369161;SP;1096553;Automóvel;CHEVROLET/CLASSIC LS;Condutor;Ileso;68;Masculino
86451;612578;1368891;SP;1096354;Motocicleta;HONDA/CB250F TWISTER A S;Condutor;Não Informado;41;Não Informado
86452;612578;1371371;SP;1096357;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
86509;612603;1369034;SP;1096452;Automóvel;TOYOTA/ETIOS SD X VSC MT;Condutor;Ileso;27;Masculino
86510;612603;1369032;SP;1096451;Automóvel;FIAT/PALIO EX;Condutor;Ileso;52;Masculino
86545;612618;1369001;SP;1096423;Automóvel;VW/NOVO GOL 1.0 CITY;Condutor;Lesões Leves;35;Masculino
86562;612629;1369183;SP;1096574;Motocicleta;JTA/SUZUKI INTRUDER 125;Condutor;Lesões Leves;23;Masculino
86563;612629;1369182;SP;1096573;Caminhonete;CHEVROLET/MONTANA LS2;Condutor;Ileso;44;Feminino
86700;612696;1369151;SP;1096542;Automóvel;VW/GOL 1.0 GIV;Condutor;Não Informado;41;Não Informado
86704;612698;1369150;SP;1096540;Caminhão;FORD/CARGO 2422 CNL;Condutor;Ileso;42;Masculino
86705;612698;1369144;SP;1096539;Automóvel;I/CHEVROLET AGILE LTZ;Condutor;Ileso;36;Masculino
86718;612709;1369213;SP;1096596;Automóvel;CITROEN/C3 PTECH M ATTR;Condutor;Ileso;45;Masculino
86719;612709;1369212;SP;1096595;Automóvel;FIAT/PALIO FIRE ECONOMY;Condutor;Ileso;48;Masculino
86722;612709;1369214;SP;1096597;Automóvel;TOYOTA/COROLLA GLI18 CVT;Condutor;Ileso;45;Masculino
86765;612733;1369274;SP;1096632;Motocicleta;HONDA/CG 150 TITAN ESD;Condutor;Lesões Graves;29;Masculino
86777;612739;1369534;SP;1096819;Automóvel;CHEV/PRISMA 1.4AT LTZ;Condutor;Ileso;62;Masculino
86842;612754;1369361;SP;1096694;Automóvel;PEUGEOT/206 14 PRESENC;Condutor;Lesões Leves;34;Masculino
86849;612759;1369363;SP;1096696;Automóvel;FIAT/UNO MILLE SMART;Condutor;Ileso;53;Masculino
86851;612759;1369366;SP;1096698;Automóvel;I/BMW 330E;Condutor;Ileso;33;Masculino
86896;612779;1369398;SP;1096729;Caminhonete;FIAT/TORO FREEDOM AT9 D4;Condutor;Ileso;69;Masculino
86897;612779;1369399;SP;1096730;Motoneta;HONDA/BIZ 110I;Condutor;Lesões Leves;39;Masculino
86925;612791;1369639;SP;1096883;Micro-ônibus;FIAT/DUC TRANSFORMERS TE;Condutor;Ileso;63;Feminino
86930;612791;1369623;SP;1096881;Automóvel;FIAT/MOBI LIKE;Condutor;Lesões Leves;30;Feminino
87082;612843;1369806;SP;1097038;Automóvel;VW/GOL MPI;Condutor;Lesões Leves;47;Feminino
87084;612843;1369807;SP;1097039;Automóvel;FORD/FIESTA HA 1.5L S;Condutor;Ileso;36;Masculino
87127;612866;1369773;SP;1097004;Caminhão-trator;VOLVO/FH 460 6X2T;Condutor;Ileso;50;Masculino
87128;612866;1369772;SP;1097001;Automóvel;VW/NOVO GOL 1.0;Condutor;Ileso;40;Masculino
87211;612902;1369684;SP;1096933;Automóvel;FIAT/PUNTO ESSENCE 1.6;Condutor;Lesões Leves;30;Masculino
87214;612902;1369685;SP;1096934;Caminhão-trator;VOLVO/FH 400 4X2T;Condutor;Ileso;49;Masculino
87249;612917;1369717;SP;1096960;Caminhonete;MMC/TRITON SPO OUTDOOR M;Condutor;Ileso;29;Masculino
87251;612917;1369719;SP;1096961;Caminhão-trator;M.BENZ/AXOR 2536 LS;Condutor;Ileso;57;Masculino
87286;612939;1369833;SP;1097007;Caminhão-trator;VW/19.320 CLC TT;Condutor;Ileso;30;Masculino
87299;612946;1370133;SP;1097296;Automóvel;I/FORD FIESTA STREET;Condutor;Lesões Graves;42;Masculino
87307;612949;1369930;SP;1097131;Caminhonete;VW/SAVEIRO 1.6 CS TROOP.;Condutor;Ileso;51;Masculino
87366;612972;1369856;SP;1097081;Automóvel;CHEVROLET/ONIX 1.0MT LT;Condutor;Ileso;58;Masculino
87378;612979;1369901;SP;1097109;Motocicleta;HONDA/CG 125 TITAN ES;Condutor;Lesões Leves;30;Masculino
87391;612984;1369915;SP;1097120;Automóvel;VW/GOL 1.0L MC4;Condutor;Lesões Leves;47;Masculino
87412;612992;1369883;SP;1097091;Camioneta;RENAULT/DUSTER EXP16 SCE;Condutor;Ileso;48;Masculino
87425;612996;1369884;SP;1097095;Caminhonete;I/VW AMAROK V6 EXTR AC4;Condutor;Ileso;50;Masculino
87462;613018;1369941;SP;1097143;Motocicleta;HONDA/XRE 300;Condutor;Lesões Leves;22;Masculino
87486;613032;1370108;SP;1097275;Motocicleta;HONDA/CG 160 CARGO;Condutor;Lesões Leves;54;Masculino
87540;613056;1370046;SP;1097232;Caminhonete;NISSAN/FRONTIER LE 25 X4;Condutor;Ileso;33;Masculino
87554;613063;1370076;SP;1097247;Motor-casa;I/MOTOR-CASA CAMINHAO;Condutor;Ileso;66;Masculino
87561;613067;1370087;SP;1097260;Automóvel;GM/CORSA HATCH PREMIUM;Condutor;Ileso;35;Masculino
87573;613073;1370115;SP;1097279;Motocicleta;HONDA/CG 125 TITAN KS;Condutor;Não Informado;41;Não Informado
87593;613084;1370150;SP;1097316;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
87594;613084;1370157;SP;1097323;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;27;Masculino
87595;613084;1370158;SP;1097326;Motocicleta;HONDA/CG 125 FAN;Condutor;Lesões Leves;29;Masculino
87596;613084;1370160;SP;1097327;Automóvel;I/CHEVROLET AGILE LT;Condutor;Ileso;36;Masculino
87599;613087;1370356;SP;1097478;Motocicleta;HONDA/CG 150 TITAN KS;Condutor;Lesões Graves;32;Masculino
87600;613087;1372102;SP;1098811;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
